Time,ParameterName,ParameterValue
2020-02-01T00:00:00Z,TA_PT1H_AVG,-3.9
2020-02-01T00:00:00Z,TA_PT1H_MAX,-3.8
2020-02-01T00:00:00Z,TA_PT1H_MIN,-4.1
2020-02-01T00:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T00:00:00Z,WS_PT1H_AVG,3.7
2020-02-01T00:00:00Z,WS_PT1H_MAX,4.1
2020-02-01T00:00:00Z,WS_PT1H_MIN,3.2
2020-02-01T00:00:00Z,WD_PT1H_AVG,115.0
2020-02-01T00:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T00:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T00:00:00Z,PA_PT1H_AVG,999.9
2020-02-01T00:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T01:00:00Z,TA_PT1H_AVG,-3.7
2020-02-01T01:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAqjRTf/ecNgFbHjaLK5OUzjTNYQyQJ9Z9dga3zl8DZa+/s7yV+bnw6xwOo9YJ1Zmwd8CfrGmb9YxloE0oAtgb6ukgNbJpJCpBiMV3LlJSKp8u2k/jlHco+5E51Xk06SYvZp0PuZ87Rt9mIfAWjAsI334fg//JG0dzXHVNZigUxJu6rcsRdhbgqTp8k81PybIU2bsk6B+ofbK0Uo6jjW7rV4NEQOBplfVMjpubj1GWjTt3t0PJUXhLe9OWFbsju+pXfHvC2+EK4eOeVGpTV57P+KP1nunmykBudDrK8fklJfQaIiIcCIApbuZxdF5AhN2Y1aJ6F3byyFJxWINvDRC0+efWt08ku/VNBgGwXhjPHrihNxQozd1emyJHvWdxuUlwv7g/XpLuAq10opJYk1J0SfmZ5zXVxKcwkDlXe+4LPlBZMsiu7MnP35A9xqtTDQuGpnvLw2kj/rgGf7bGGNcn3mX25Io5uyKusNkCFs9Lsw1FUpYkFKaf0vZibT5Zx9Da0j8Bt/GAZFjRUbuyE5Xod9gd/5vVl5C0z9kCz+KKNEyx0x3PD+9ypKgAnwQw1dHrB0wJUdDQExr8spmeolVJuTY=
2020-02-01T01:00:00Z,TA_PT1H_MIN,-3.8
2020-02-01T01:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T01:00:00Z,WS_PT1H_AVG,4.2
2020-02-01T01:00:00Z,WS_PT1H_MAX,4.6
2020-02-01T01:00:00Z,WS_PT1H_MIN,3.8
2020-02-01T01:00:00Z,WD_PT1H_AVG,124.0
2020-02-01T01:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T01:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T01:00:00Z,PA_PT1H_AVG,999.5
2020-02-01T01:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T02:00:00Z,TA_PT1H_AVG,-3.5
2020-02-01T02:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv/Q83lQCiye2jHqqkRo6mgwQDITcX24BPyx8Qt2crc8HQPAkpucHEeTONx6yZVHHIxluaA/Kz98/g/FxDHUfbbJ2vnMp8fi4p1OwkgMhH7mtuBKGh7vm0Zt2GrNNHmTRdi1Nbkad/ONCZotcQGADE/usmtLDwU3rsDc8mTB3u2z6JsLEOfOf6EaVuqdbeFZeGthT09GiIzUQEq7umLHPUVQcl+qt30IDInCbdq9ow/Jb0MNGivEuSeCu416h3MLWlaJ+sAS8G2+bifBNLM65RjiHqMGpsYXlHtjQrk7GZY4S+fJXwlKhvOocjJ6ObD4mL1ZkXQyHb9AvlOrDQ7u84ldcFuLl85BZbOmSVOt9d8zAvD109gAOojA0iJeToBtIrdwKtyhsF3Vp+lhLWDnHjot1z+HJF03dEigTNzT6C1HSs6YnRUCy4v096+UDrw30yGKauQN6PjIn086BfgdZYySxGBjQeSNLws6x5VtGQtxGrMdjxx4hHotdHESE+gbux50j8BXDRZigzeRhdvZXgbRCMva2dbz+7TxJizChGxjwPZrBAB8HnwbDe3psVH6+AW2xTLxdrArerlCFuKIyprkGk=
2020-02-01T02:00:00Z,TA_PT1H_MIN,-3.6
2020-02-01T02:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T02:00:00Z,WS_PT1H_AVG,4.5
2020-02-01T02:00:00Z,WS_PT1H_MAX,5.0
2020-02-01T02:00:00Z,WS_PT1H_MIN,4.0
2020-02-01T02:00:00Z,WD_PT1H_AVG,130.0
2020-02-01T02:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T02:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T02:00:00Z,PA_PT1H_AVG,998.9
2020-02-01T02:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T03:00:00Z,TA_PT1H_AVG,-3.4
2020-02-01T03:00:00Z,TA_PT1H_MAX,-3.3
2020-02-01T03:00:00Z,TA_PT1H_MIN,-3.4
2020-02-01T03:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T03:00:00Z,WS_PT1H_AVG,4.9
2020-02-01T03:00:00Z,WS_PT1H_MAX,5.2
2020-02-01T03:00:00Z,WS_PT1H_MIN,4.6
2020-02-01T03:00:00Z,WD_PT1H_AVG,134.0
2020-02-01T03:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T03:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T03:00:00Z,PA_PT1H_AVG,998.5
2020-02-01T03:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T04:00:00Z,TA_PT1H_AVG,-3.4
2020-02-01T04:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv7B0k+doVwNzZGumaeVYjYfEWLmujhiv4/r8egtxUHHpuXA8fad/vMdDAU/dcCp2Cm5R0rdCO1FLdTynggGASeV68Bz+4YOC/sp7alrldH99U9FjCy/e6y1B7rOlnBsEMH8PNB7OSXDk1Qr7Yc+QZfFfBD80oMKWeFwnipyhT3IVrmIYOfc0XWDDaQ3FjmzD+20McXIpPiRzos82NvLSVinc74uRU3MemKqaR+v9+moSg7xpjWzbRq2j/88pniWan7fGr2KLZBBm+fOXN/POlqo+R6KHFWhZNizq7eiHsJq74sz1liHfEm2Zu7SqJEePJHziHxfQS65sncPY2skb7WizwcsgWr7hSYnFOkRdktmw3TfCZbfTa/sDoK7fchjilm+8F6hYpjgMP43q28GyYt8nsTgv6W8SqdcFkYunKLbz4MESPvh7PQMns7Zvx68rrPMy0l8x+3g14XKsYi9b3l6ql878vY/QnhlBU/tGnog+IU7oI1TF6IciDtJ3czZoPe0j8BJBkT2FJiamhmVwoco0wVUDMm+AMTFkz15Ef6TDbbs0v5P+srfUt7cA++Cg+kcuRkILNd02zgIh8zc+g+s+4=
2020-02-01T04:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQv9EO3V9DwGllUVY7MlPYy0i1dr72E14yk18gaf224hHyyK7W9m/aYGOyblQvvCZcJeK9U8L5SW0gAqP4fytC6nzWttnXrs7cWWRxyY19DHTgDjwMFW6S8D35EPcJLYnbyPi4/rAgeMkMHOpndBsdE1a8sCQJXHTTneMgm7GCISp8JdjLFhVnr4/+q2zhwtOWRsMHgHII14oWW2RhYX3S5n9JNOjolVW0bZXzn42JdYS3MGHshdnal5JqDFckXQ3FCoyYPtIps/IBqdZGaXLTasi6CKD350sl2QiboxfnwOaaWJeOWl0UdCsLKrEX9z/7E7LLAd3q0ke6LznoawLzVwXU84UXAT1+ysvR2ALw566FwW3yw5Hxm9iPi30ZuS8X20bNWWlFVWgVUu39oaLo6nlMBjwejqEAmr0KCemlpZHBjdR0A7bKipY/0OP/BbIrpxC9DoDfjDK38iyplv6bzqDGiLvmSU5D6gyxhFApQlWHFe0eDUlNPDJZT40W93N13/0j8BUzAYixVUsS9UQSgUcByuG30bTdMiVg4w15MgPBOjOM037sdJCBS7HMAjW2z9IcckrvDWTwfBHpb06Ju7jxw=
2020-02-01T04:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T04:00:00Z,WS_PT1H_AVG,5.2
2020-02-01T04:00:00Z,WS_PT1H_MAX,5.6
2020-02-01T04:00:00Z,WS_PT1H_MIN,4.6
2020-02-01T04:00:00Z,WD_PT1H_AVG,139.0
2020-02-01T04:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T04:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T04:00:00Z,PA_PT1H_AVG,998.0
2020-02-01T04:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T05:00:00Z,TA_PT1H_AVG,-3.6
2020-02-01T05:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv/RIwSzsJ4TIVfXrzRUY3QCzHzJgxxwe1WuLop14Bq3U2lSPFjbR/HhNYhKnZ74zSUg/oP7R3l8KRSkOSvBwYNicZLzX23t36ENxlIPJn8IbOLQJXULpUcMm12NOTd9ceYdZ3zIig4ierB14zqQ1KsYyQ+SEhY08JK2EacV0nbKwJf2ncD1FstdKsfnZRDuGfPMZHKsLUdE1no8A6O6JQTDb+ba91bNHb8pl67wwWSHeGOztoA1+68kgC0BFq6GffssBWq0n6eANHh82ZiKvTTCmHwwmt4iM59ovmelJPFDwbAHh+NuVd4BIii5PPKrquVxemwXGoRPf7oZl/emBgdKdhaXaOisFKxW7r2qUbv4RKHLxqlJvn3zqEqtNidBl/xm7FjIw2XcyhtRtjEY7Ca/3Vbx94OHsUbio8WrqlCQzdPpotO2+9mjgbx1lCXlBvqJi89EAyh6G3aYGSlBOpGyDFg4njLxU/7oz0EjCCMtTRcZzBO2wT76uj7a3sEH28b0j8BKyuqDNYutdfmyhO/3mrWgfPHjLJT5lBtLmQZcwFd1OsO1HMFcXvn0ST/qpLXUoHVnSyZQFyy/Uih8g+56ts=
2020-02-01T05:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAoUgGNPRDI8W59H7RFLgiQigHm7cRW8XRYM9txSBn2UBm7X5ZQ9FPlDzMu33Ro5zVqgsShd9oA1T+ugcfiAN3SSFRrIUCniVuAcPxL4maWOR0NGXEt8bsAGEM3cLdbtObTORzqNx/bUPTJ/lvzxL9slMLLCKi5Z2tNsO7FfaI+y2MwB7gE05QerYRJJjioJlncIQipckZ2i5rdGNcHQo/zIyWs/hSw0PtGvQRwBfw4sQt2Bc84aOMy2knxDfPXVwxmbNYKm7oX75dmI/yAw6cDCTSQMOhr2iDTUYNcmG/U6Ji3RMHSIhdDZuCyX0MDNBiRjeFVMdvgDieQNv1QwyFSiMzw5oB+sSRBQLb3whlY7ykcqfjQScw2e3Lm7zR960nu94cw/rtHLA+OX8zWeY2GLYUNMA2wG7zS2Vcg/4XYiLCN8mycbcfVextVwGJmo7GGnX2EVPsCzpbV+EvSYRCtIETiJEWGHg+8IYPBk4LJhp8PvVsAyPP6NZouJI/OunK0j8BX/5mqxjbZ9V4HJFRyjkIKUQNWsA3R88PTacQlNp7CCwFOKUKvpG/wGL65UuMrSHuCD9Bt8YBO4Vom12fSk0=
2020-02-01T05:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T05:00:00Z,WS_PT1H_AVG,6.4
2020-02-01T05:00:00Z,WS_PT1H_MAX,6.9
2020-02-01T05:00:00Z,WS_PT1H_MIN,5.6
2020-02-01T05:00:00Z,WD_PT1H_AVG,134.0
2020-02-01T05:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T05:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T05:00:00Z,PA_PT1H_AVG,997.2
2020-02-01T05:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T06:00:00Z,TA_PT1H_AVG,-3.7
2020-02-01T06:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAy1BSkOV9EH2vlXg6uADJRD8q5xmYi8TjP3bCseZvPsP4pDFF04zkSewhgFKdq34AaKMJG1qb3fVpIqR+JGHQGwa6uZj7A4SSr7zm63In63UYDztUn79quir7zu6n8HaP+oEUDMLK2C3jtIL9E1yHF0UOovIXdpuyKH9kbiykImYotMn6zxv8WZp31nxAmFFGD+ngUjZOZT51m9RzbjINg2Z35iSEWMJk0StupTvPbrPmd+F/zOgkLDRC4Gtof/Vc0XyVAILEP6qWTBCg0dxTHC47f3ECQW6ZpElUtG6LUjqA4GsdGJiI8+4LUUhE/r+mNJyM5NTeMtxA/2zSj4JXPXuEENEkrytIUk69z1CqI7VMl3BfPMZazxAI0AHK+iuLjlBBS+Vz7VBXRnDOKcYFTpa3PZ5MRkEoT/2PNht+3NIdz4vhVvCYOnpJfAxrdiyUUw3WiyI2PTZHT+xXa6h4ulUDvuM5289tOdXvHVFqvXylWXs3vGpPH2+MAM5ysnEi0j8BVMWJMhrmblHyHt/13Alis9ne3vSaNqB5FPpzg1M/+I0pkUkicxyfwUcMEGDYN0I5ez3nckHQrhaRi/g8+0c=
2020-02-01T06:00:00Z,TA_PT1H_MIN,-3.7
2020-02-01T06:00:00Z,RH_PT1H_AVG,95.0
2020-02-01T06:00:00Z,WS_PT1H_AVG,5.7
2020-02-01T06:00:00Z,WS_PT1H_MAX,6.5
2020-02-01T06:00:00Z,WS_PT1H_MIN,5.2
2020-02-01T06:00:00Z,WD_PT1H_AVG,137.0
2020-02-01T06:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T06:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T06:00:00Z,PA_PT1H_AVG,996.2
2020-02-01T06:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T07:00:00Z,TA_PT1H_AVG,-3.8
2020-02-01T07:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv/bI2NZpmZNSmszYqiz9k97knaX+wRCGy5FZhiUO34VNqNeTAx72aym+bW5JF2sUZ4KlW5nzutykpk0ihw5BXVUgkp86hSQjlT0hAwzkVa0imFqeyuAUzVQfJ3y8xg6yfRh5uJPKpj4dfCxrF216IwZGcyGN+5eGbiljRV099/v0vGr9p5HE+fhblAdlC1yIGku1hEPmvUdiRacqh4zBE/EYMRd9QGR6tmCVRQsGDspkMfsAvwuezhUlLffPAXo2Sbo17lcWCBE5dZCxQz51q9zJM7BcpLieXIMfD7kQKWSLe55cTfq+6lVFaOjV3ZDaJswkak56neosc7rHz8uFaDDNFsy0lgPGbuwXLERJQDIKUaFfSKzEx0EOKXjxRUaeutaZRXC1dsNb1lW4D/SUJHX2MSkiP5YUbjj7OcECSCfxpOSqHuRS5OrTZWp/2r3/1fxBf85DTz4ngJoSEA/FoR/VxC9JD6NV5dZWT4HijLE6bSIoct/vYg5Rc/Q5pH+D0l0j8BaNFXP+XFtA5MqRHiWUQFkPGOIbNnNzeHRzx43w7QwpFSykCtE2pHjuKJBEeSSu6Cfq4eoynNb3e+rhFcb0Q=
2020-02-01T07:00:00Z,TA_PT1H_MIN,-3.9
2020-02-01T07:00:00Z,RH_PT1H_AVG,95.0
2020-02-01T07:00:00Z,WS_PT1H_AVG,6.2
2020-02-01T07:00:00Z,WS_PT1H_MAX,6.7
2020-02-01T07:00:00Z,WS_PT1H_MIN,5.1
2020-02-01T07:00:00Z,WD_PT1H_AVG,138.0
2020-02-01T07:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T07:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T07:00:00Z,PA_PT1H_AVG,995.7
2020-02-01T07:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T08:00:00Z,TA_PT1H_AVG,-3.9
2020-02-01T08:00:00Z,TA_PT1H_MAX,-3.9
2020-02-01T08:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwArGjWb5OucRJASDs8ceYqe+df2vE45cFB9U/6gA+XtPdevelH9sLx3p+TboQnT5QVya0qGYWI3wRIfNJR5ZpFzrU5H3vhIkUm4fLqs0xM+fE6XTBCgoTx9V9fK/uwTaLiwJknUJIAb03TWdQnSHPrJOQU8z5FTrsphVHVLjoXJcNM+XtAVzy3nrp4aWiLaJj8O0LepsWY6qUrLy7K2d16c1uWAy3vgcFie5Gml0Ks1fplLHc3KcUTxk3dVPARchzQZ+419GaWs8qt9Ow1mF2eNkVT1SDznpB433bpu8lRyYS7FfQN77dbWf8YYt8MVrf/hmCmxrEs14TEUMftV4O+NfkEZVa/+kTGf8kgIOfRYBGT4bBibu/FsZIgK6pegEzx3NaEpmy3Nfil/T6ZXGKigZMCiZFccYyM1cMKUBFLlk5nHKMgLB+1qlDErD4comImECVhHdLNADw1iO/lGZtmAFEc9fB3aDESYFXnv2Qn9UDtgUQRiNjm9c4g8P1E1Bwu0j8BZLrYxpRuLDPfAiigqUINc0VGdf0X2D6ISIIxAs68SnuETg+YK9Doon2HvdYVkDNkLTkZd/BtaqQ0Vh6mPp0=
2020-02-01T08:00:00Z,RH_PT1H_AVG,95.0
2020-02-01T08:00:00Z,WS_PT1H_AVG,6.7
2020-02-01T08:00:00Z,WS_PT1H_MAX,7.8
2020-02-01T08:00:00Z,WS_PT1H_MIN,5.9
2020-02-01T08:00:00Z,WD_PT1H_AVG,139.0
2020-02-01T08:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T08:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T08:00:00Z,PA_PT1H_AVG,994.9
2020-02-01T08:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T09:00:00Z,TA_PT1H_AVG,-3.8
2020-02-01T09:00:00Z,TA_PT1H_MAX,-3.7
2020-02-01T09:00:00Z,TA_PT1H_MIN,-4.0
2020-02-01T09:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T09:00:00Z,WS_PT1H_AVG,7.2
2020-02-01T09:00:00Z,WS_PT1H_MAX,7.5
2020-02-01T09:00:00Z,WS_PT1H_MIN,6.8
2020-02-01T09:00:00Z,WD_PT1H_AVG,135.0
2020-02-01T09:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T09:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T09:00:00Z,PA_PT1H_AVG,994.0
2020-02-01T09:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T10:00:00Z,TA_PT1H_AVG,-3.7
2020-02-01T10:00:00Z,TA_PT1H_MAX,-3.6
2020-02-01T10:00:00Z,TA_PT1H_MIN,-3.7
2020-02-01T10:00:00Z,RH_PT1H_AVG,91.0
2020-02-01T10:00:00Z,WS_PT1H_AVG,7.3
2020-02-01T10:00:00Z,WS_PT1H_MAX,7.9
2020-02-01T10:00:00Z,WS_PT1H_MIN,6.6
2020-02-01T10:00:00Z,WD_PT1H_AVG,131.0
2020-02-01T10:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T10:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T10:00:00Z,PA_PT1H_AVG,992.9
2020-02-01T10:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T11:00:00Z,TA_PT1H_AVG,-3.8
2020-02-01T11:00:00Z,TA_PT1H_MAX,-3.7
2020-02-01T11:00:00Z,TA_PT1H_MIN,-3.8
2020-02-01T11:00:00Z,RH_PT1H_AVG,93.0
2020-02-01T11:00:00Z,WS_PT1H_AVG,6.9
2020-02-01T11:00:00Z,WS_PT1H_MAX,7.2
2020-02-01T11:00:00Z,WS_PT1H_MIN,6.4
2020-02-01T11:00:00Z,WD_PT1H_AVG,136.0
2020-02-01T11:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T11:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T11:00:00Z,PA_PT1H_AVG,992.0
2020-02-01T11:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T12:00:00Z,TA_PT1H_AVG,-3.7
2020-02-01T12:00:00Z,TA_PT1H_MAX,-3.6
2020-02-01T12:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAxi9lNWKRFXZJ4COmi/j3C1p6VPNFUit2GTLNca3NvsNfu01Db36zlleV1SdTDXHAHw3bzO0EFf2WV06RkZyQCpzS74ZTPXOJWEqdFjUvA4OD3Orea+w4doorgU9z386mcvy1aUWX2X+Bo70eFYGDVpBxOSvmYS5LxnVi0dF+cnJAlAjPkpEg19N6EdebGlXZb6H6I0NX09UQyIClBA7LPjFKMafXRQpUTCXLSema+wiRS+77qTUv6/I6dpewA3I+TXBfyNfpL0YL9K9oksqEAIZ2N7Pvb7y7CjgRlHwz6nbhvZVWYwKKAI2Ec6i0NYu+o0aij3SJNq6jNkZb2/hWOzfqp50kDlHDt8OXiyNH8/Evhxj5ZQCh0mIIXkSzev2G1X9GjL3VBXvQVcSMFXEdun81RKEtOxO4nTCxvTct8aM0Ssd7HE/wELS3oIxvsuAx5XAVHfCv1UVMVZqrL/JsGQ/JTAswHcAt7+uTHnghqYAR8Ku0ky6cGkvDgxfo8GiC0j8BHDGdOeA7ZtbqWycqq54MxE9rMLsE9BgzFibMWE3WGlrU9CVM+iyrQBiUkDcjrKSe/rjuQR3MCa8dGW7iFIs=
2020-02-01T12:00:00Z,RH_PT1H_AVG,94.0
2020-02-01T12:00:00Z,WS_PT1H_AVG,7.2
2020-02-01T12:00:00Z,WS_PT1H_MAX,8.1
2020-02-01T12:00:00Z,WS_PT1H_MIN,6.6
2020-02-01T12:00:00Z,WD_PT1H_AVG,131.0
2020-02-01T12:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T12:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T12:00:00Z,PA_PT1H_AVG,991.0
2020-02-01T12:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T13:00:00Z,TA_PT1H_AVG,-3.5
2020-02-01T13:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv/VjdKuq1fsnKX2IJTZ+nkT2KaorzseDHy3SQQ9InwThEf2hSNw3dVf59UC8kVdDiV9OEP4mRBBSHAuqKsJXHml4odP6CvqzRNn2r3DTFMZYr+KI5NLZeBsXeh4C5DiWIn8rP1SLf5VDEnxNOKfC7Z1tJjx0JfCCsPu28o0vsTj3kF/xxfgeb1Fr/EAVKir1Q5NlOxKe66LBtpyO1QJewOuxGGyh+YMbSEkZhnU0ybl4CahdQpyBdRGZpYgNCyxfTy0Y4w4bXpIG3qUzqS5Hxid8e0v3oO7JOwYTw/BKMp6XgZ5dm0QXdVDYejKySDBEvT0a7wfSpjLZF85mIpx691pALN/nAQYVTOHDNcTuOhyDy4rGqqMmE1mFh8vU09ttBXiuwYsHuTddR0YAK7oFFXE0oHcT538rn6Ob8oYtg5ULTtobGreHm3QdDoCdGtfkt/0dbuHX8TMPbB9zMeZewgSorTrdETuPK7mFiI7VSgEf3XZxh/V5FSjk+jWs08d4UF0j8B/uljsb19MYS37eEXu/M2JaZDLoi8x1dONdw8klFgpUnqTgRWrzi+13O5vTW6pq1pjFAW/7knzNaRJuUm9Jw=
2020-02-01T13:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQv/Vrax4p7ntmu8XKkJQ883PFDJZLFxdCAU09nafLCUmIDT2G8mKeA9HaHh/23ajykRSgqqI6d5F0QWlx5R/evvH4UiZkLALiUkrkGwag+l+UWfR2Q794X1O9OwtcZDj0dCN2uKk8qRn2VsfzVGuMm77KMV53JRYHED4dt33JGAt/AL/KeP7J6VPOBntRMiK3wSoxxh87E8dFyntw9/1nl7wrMwTTURCyjWJVn2m58CrRBHaNZcBijQ70HiVJ3JMntnDgGZponCpL5StlyHQ7RV347LqbAg96ypGBiSq9hsukFe7Z1scS8u+hRwGkydggZ75Mdf7ZCnMyJ0XCwz6yDsScWuzLIVnBSvnhN/aENuH+Q1k7g7LYbkREZcvqjv5Te3KiKy8HqYAnyhtGzTSHAOSw4cFFj1+iQaxBdoZBczLL0KmjAK1rq4sr8ZoffNB5otmkXLVAUsQwtKeWrqXIQMtgT3gvGpsB00b2LKKr2C5WdOM2SkjYduKq5uCR02hdAY0j8B0dX4P/4e0iBvaOli8ut0oiKhJzkPU26bFfXTBYdeg/wh8C/28CUM2uOVxmI87vMTqEk+DO5LXma65XD6OzE=
2020-02-01T13:00:00Z,RH_PT1H_AVG,92.0
2020-02-01T13:00:00Z,WS_PT1H_AVG,7.2
2020-02-01T13:00:00Z,WS_PT1H_MAX,7.6
2020-02-01T13:00:00Z,WS_PT1H_MIN,6.8
2020-02-01T13:00:00Z,WD_PT1H_AVG,128.0
2020-02-01T13:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T13:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T13:00:00Z,PA_PT1H_AVG,989.9
2020-02-01T13:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T14:00:00Z,TA_PT1H_AVG,-3.4
2020-02-01T14:00:00Z,TA_PT1H_MAX,-3.2
2020-02-01T14:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAt+4Yn4PerrjugXamj+9tscnf0xt7Y9Zb2QCYbAlnbK4YfeJ2WBXRvHbQbUXwqIgP/0imJcs4UAIuMnT5E71KPtdeHDz05CkVcvDHkreuu3kEbt3b3SAUeNV6M3hKyJgMPBqM+WrbDN/iDKPeSx/KoxAqTFsR5bC+Dn5a0BnXutivHzQO9FyGmHvc4tXy6fEHmi1tsk7kpP10LfVoXvue9jUhEfPtgM8z81mdfuT1dyE95R4q5rM4VVrRw53GYADyUsVuFCkL/qVMdXrtcnJNbfeD9uhLFUIjnajTUMl/Wey6zzQVung288VPPP6Qy2GA46Ld/h7v0piAsldqeg2eJogxZ08hLyY4LLErKw/NW8rMkWs/8f8uYjKXE2D+O7c/za4tWLDkgn6vLiAnZaWQkkDQpqqrw/pyOzk1LaAtt/Zawx+zK9iaiAo1+Cc6Mg29yUI+Gr/O8HIVMVikC4JcVfH1RFwMTQdo84MElMGBq3R2EKfpi6kOEsU/Ki72YGqw0j8BuqgXBTYo39XwawPjpNlw0VcT6jyVILX2k15cqe6anE/djQ0XRnjssxRyRDRhtHQQ0zZ2xJ//EIT0r/oYzY0=
2020-02-01T14:00:00Z,RH_PT1H_AVG,92.0
2020-02-01T14:00:00Z,WS_PT1H_AVG,7.3
2020-02-01T14:00:00Z,WS_PT1H_MAX,7.8
2020-02-01T14:00:00Z,WS_PT1H_MIN,6.8
2020-02-01T14:00:00Z,WD_PT1H_AVG,128.0
2020-02-01T14:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T14:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T14:00:00Z,PA_PT1H_AVG,988.6
2020-02-01T14:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T15:00:00Z,TA_PT1H_AVG,-3.2
2020-02-01T15:00:00Z,TA_PT1H_MAX,-3.0
2020-02-01T15:00:00Z,TA_PT1H_MIN,-3.3
2020-02-01T15:00:00Z,RH_PT1H_AVG,92.0
2020-02-01T15:00:00Z,WS_PT1H_AVG,6.8
2020-02-01T15:00:00Z,WS_PT1H_MAX,7.3
2020-02-01T15:00:00Z,WS_PT1H_MIN,6.4
2020-02-01T15:00:00Z,WD_PT1H_AVG,126.0
2020-02-01T15:00:00Z,PRA_PT1H_ACC,NaN
2020-02-01T15:00:00Z,PRI_PT1H_MAX,NaN
2020-02-01T15:00:00Z,PA_PT1H_AVG,987.3
2020-02-01T15:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-01T16:00:00Z,TA_PT1H_AVG,-2.9
