Time,ParameterName,ParameterValue
2020-02-06T13:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T13:00:00Z,PA_PT1H_AVG,1011.4
2020-02-06T13:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T14:00:00Z,TA_PT1H_AVG,-5.3
2020-02-06T14:00:00Z,TA_PT1H_MAX,-4.8
2020-02-06T14:00:00Z,TA_PT1H_MIN,-5.8
2020-02-06T14:00:00Z,RH_PT1H_AVG,74.0
2020-02-06T14:00:00Z,WS_PT1H_AVG,6.1
2020-02-06T14:00:00Z,WS_PT1H_MAX,6.6
2020-02-06T14:00:00Z,WS_PT1H_MIN,5.3
2020-02-06T14:00:00Z,WD_PT1H_AVG,301.0
2020-02-06T14:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T14:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T14:00:00Z,PA_PT1H_AVG,1012.0
2020-02-06T14:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T15:00:00Z,TA_PT1H_AVG,-5.2
2020-02-06T15:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv/VBxO6VhP5BjJuM1qVfpsvoLfFjmq8hmx6hAhtqXoc2QNiyqJu54GL43KmX47prWg4Wa1R27Vzm5o3D7b6qBuzSRYQEK56c+K1c8fU0g92nIlX1lBwlXLlXRChJG+SsBOq4NLL7eD0XedAf8iAhhB+BQ7njDZd5cxIc5Ot1q8OCMauowbWr12RytYJ1LHxRbYJGxOBAJfGQuctjFU3MeBose2G4nsm+XoodWrSWXrRj5ZNr28hfyLMSHZS7nZ9hqRjvhATQUV6shDyjJK/ktRX+Q0Di0nONHUHEvLflmEt5UpNEs28GgRe67kFs+/gko6UO7JzM2czSy2vPoyErOEVjLTFtX3GGPKbVfax0TbNKRA+BIochhgKsaNc2yvhECqPYY12ZiBpuubMSwUXuUEqPCldDK3eGLHJFMWURJNyaOfPrJAVU28eKac24Kfc0+LlAgULAWtlFpWHIZ9Lcla8hMmLUPfSk91p08ymb2i8k1vOW7lpqIxA3UqFxMVjukb0j8B70JkZGCTya9D+ebqpeaj8o9gPZBgELRC+SZ6GF9m7CJ0kze5F4fS/sXSfzPTBEbyH69hCLRKKcecmrxWi6U=
2020-02-06T15:00:00Z,TA_PT1H_MIN,-5.8
2020-02-06T15:00:00Z,RH_PT1H_AVG,76.0
2020-02-06T15:00:00Z,WS_PT1H_AVG,6.0
2020-02-06T15:00:00Z,WS_PT1H_MAX,6.7
2020-02-06T15:00:00Z,WS_PT1H_MIN,5.5
2020-02-06T15:00:00Z,WD_PT1H_AVG,296.0
2020-02-06T15:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T15:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T15:00:00Z,PA_PT1H_AVG,1012.4
2020-02-06T15:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T16:00:00Z,TA_PT1H_AVG,-5.6
2020-02-06T16:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAsnRbGm7+9Q5438ftOwF7+bqNqEFTr98pYKY+gaTEp39R3iRMl+QtSYAtcCbc5SDxmv/e2FWEdzOS8plmKMgbboq7W95JIpmzvzOyuekf6tdhzVEQdDGZiY7CUQlMA77TPl/FW+h/TdHiiO1Rgvyif+Lnx0xTbFJJciBt28aFLdIfAq1jiTJq52TXT73sj3PSti6u7Z/EuCthZt70OGka1mh8wnClgyqeJ31kIx6u8tT5OlWd0lj77vsJjVWSa2cgc/4JG5Y/LSvVznifqCFJph4s45X9LVr4SIUz9gyEVaFJZLo3bBXHoXU1qNUWEqkMukAZd7/6EV4bNv+KglwnrJXB+ZE7nYROVtBcHtShbe4sMBGDJiC+S1GitZr39pVzUecCaxWklUvYziK5tEpzc1Q9Wm1k64QlMHnA6fPzHGIJ2jb/cWCdiXRbVvG64bTIqvN5lM/4YiP16ikK3ER9Af6uLcNVLdb0vLjuzJr2+FdCFqznAK77qIFpmvJjPEAa0j8BYAJAdP1SIq2Wxye9aezY5mTtTRFdGXrezQmcK3KwAwhHyyf2y7dPRfwknc77T/CHSvVowgJQgkttDml9wps=
2020-02-06T16:00:00Z,TA_PT1H_MIN,-6.2
2020-02-06T16:00:00Z,RH_PT1H_AVG,78.0
2020-02-06T16:00:00Z,WS_PT1H_AVG,6.6
2020-02-06T16:00:00Z,WS_PT1H_MAX,7.0
2020-02-06T16:00:00Z,WS_PT1H_MIN,5.2
2020-02-06T16:00:00Z,WD_PT1H_AVG,298.0
2020-02-06T16:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T16:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T16:00:00Z,PA_PT1H_AVG,1013.1
2020-02-06T16:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T17:00:00Z,TA_PT1H_AVG,-5.0
2020-02-06T17:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAvQ6zZfIGs7l3+/qaBYWShoNV0RCxBrjczt7LBEo7ZB1V7ChbW1i7AVXzNlinF5914s5b9201gIrsuvPqYRSVuelSrLKDXuNlv8bGtic43MzOE00JiKMRFR/qZoHzoLa7pnFQP9pfCbCCyLilTTM6/6KZa3Ce1OHEceJzAe5dCxfdJMa6IF2R/25FZdP0n0nP1I9xqAHGgAUyy9/iuP18G5mCvEg/n6V4jyqpBB8p0W9kKBreuoNqBYTecU3onnKUUM028XLSkMH26oQyl2ebitX+YI4fSKuA4bdKOXW5tI3I5p0CZajOqH8gmDGToHu/JU/FxeDzTpihrFonVJcMWDEQvJ2cIuUlQzdSM7VpDLw4GfKIAD8jAoAG0OSs4xS9JPPEB/xhLDnmQ++nf16zSXx7/psJ1NUpkJEc93visrHpIBncFAT0S+tEOzL+wbrwQpqioW/NsYZ6koNUKCODmtr+2kfnFgkj7oNHVZRRMxKo5y2L7wHHiSypBLCg1XuY0j8B3Xqf/fcdtp3DzEznAzNssrTLl5fa5HY+lgybZGJmzDR3d/DC/cZ5NqzOr1Cm8M+WE9VZrh5/yFOwoD/rZdE=
2020-02-06T17:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAtlmq48Q80u6LCa/uuiUPEYv6FHYlxIgcSt4NrLxtT6iyXrYv4THDGkGmVPekwd17VSQUXDfwaPosH/aIVV4OrS1/6bt/kTKSir1NzLlNKAZuW3xEIpr9bfP2anbbbg21JUR6ABHs5OEcApXDjYP8L4FnxOzp4kjDIDZnafQsvolxQfg8/5ykUbbJ57yQTHIELO7D7XejPUqWnEEMsKoGpi46OOYsA2krVrYgkEsoJqxKVslfsJsJ3U6MKpL0OPqLUM5GoxW5DqNaLgqLvedIMXDcZylxn99UakkUm/4KDTAQZi83HHz5e8yifXRkvcCUxQYRhVS6eUFapbnO9UmS4g5uagiCEhoKUqlM0o4MbtQOgGqh5N49w6Zwl6B7cWzOpF0HKAfRGN2MLMnlA8Bn0YTV8q0nA0v4K8hEAP+jvzhJrdcWr92Mb/+YdElFNJKfqo9Cj1Fp8tTr3kuFNKW1yk+AIzgm2R2VkbqAbsB6lFrOCNIqBn+2U3UB1WtznsvA0j8BWw+Br03K0fH5cjTcZhASwAXv7uX2pH6PchBMpMrR5skU0E7ILSfjDfqM3V2EHrEhp/l8kWfuySNxp3UrBo4=
2020-02-06T17:00:00Z,RH_PT1H_AVG,75.0
2020-02-06T17:00:00Z,WS_PT1H_AVG,7.7
2020-02-06T17:00:00Z,WS_PT1H_MAX,8.5
2020-02-06T17:00:00Z,WS_PT1H_MIN,7.1
2020-02-06T17:00:00Z,WD_PT1H_AVG,316.0
2020-02-06T17:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T17:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T17:00:00Z,PA_PT1H_AVG,1014.1
2020-02-06T17:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T18:00:00Z,TA_PT1H_AVG,-5.3
2020-02-06T18:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAo9Wy8xaw65Dyves0/gbzW0PF5HgLu9W4DqjpBucOUkzeEtuPApKafUYiMonzcnvszVvOdUllr6I2dQwycpVXmer+iOCiTuUJtelbqafj0TJRueFdZw7HSEyikmHy0sl/MAtnJxLug5S2QJJYaSgd89Lru10EVSTBGJMfyG5figbqjgNdhoTKJSGKjpiT56LwMIEmtCRC6MJG+AjkKIfJ+3MuC7mTscdZaDg6knEe3xpH3oS/pQ1Ofj9OdcGjl66TRmOOQknyP+wgvh5foVNGlT8w94g0GQeALmVJU+rlfhj0S28N+Ezp6peN7UQQ4Y6LFhu1r9nZ+QSgwHaNLVOXFFdZ1ALezFwR3aiEnu4l8BR8ZixPLGGviSE8Om5eSzylnHXOTEwhgB5wal9wkMegLQgW3n2UZpxbgRgil/5DWzoJISprqZeCZun2fI2DpiQ8XVEmj8GqWPEs2YgsgBVA6BlXD+XtpzzkEtw6nMeZ4P10qRB4HtqFN3atShR975+00j8B8laeo/5gZO9WpzvyCjDEJHSK2OpI/9WPjF4PKoiQtY+G3EjnvbkZ8iWwNGKZAQnfz8mCU+LQi49L+M+hpNM=
2020-02-06T18:00:00Z,TA_PT1H_MIN,-5.9
2020-02-06T18:00:00Z,RH_PT1H_AVG,74.0
2020-02-06T18:00:00Z,WS_PT1H_AVG,7.9
2020-02-06T18:00:00Z,WS_PT1H_MAX,8.8
2020-02-06T18:00:00Z,WS_PT1H_MIN,7.2
2020-02-06T18:00:00Z,WD_PT1H_AVG,321.0
2020-02-06T18:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T18:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T18:00:00Z,PA_PT1H_AVG,1015.2
2020-02-06T18:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T19:00:00Z,TA_PT1H_AVG,-5.9
2020-02-06T19:00:00Z,TA_PT1H_MAX,-5.5
2020-02-06T19:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAg7pxSLJLJQj4zkwmsGRViIZtQMJS94420KueCK9Px2A2gMz4XpkuyoOo1JJZfo+iDiYy1ufnVA4Zr89CNZPmvgvhr3oLpy2RcNfH0b0FltqVP6np6LhBKBlthEDjN5gT7Mgs+ImWrwuI/NNhc0LEvAtROaYe9hzX3kxGaU3kkKcbbzq0qlT+pVHPuEvo+BcvN65cS8BAMdW2+8fBUHcrVijlcZ88SBNlKDkgNIXYi0NtFCtjdnQmjSxHwBeeiToPIhywLPsoOrLZOc92rTpJoP7JTvwkodbf/NCwa2M8hW1CkltNoN6Z2BKPzNwFynlbMo1aJL1OnG+YCR1oIxc8E+H+TdS4IT9evvKtkS70XelFbqSTwkVM6lxsZXKxamuc/0DjQ/nP69rvdknXKXSQbk7uHb9LTjOOADfcsEFptGlp5A3BD3JdgiookxVY5x/aDdPNUOaFocKFvVj52Ajf330rXJJj/v8Nx5kcleOTpXR7je5MkC7eEzTqzQlkk77E0j8B+WOGH3+BoLGeAd2AdHG426Iy72JBKU6O9e8PR056Z/Bwc0Nv9GGOAPjKsiBOfAZvpM//GJ/XxrNARNSZt0c=
2020-02-06T19:00:00Z,RH_PT1H_AVG,74.0
2020-02-06T19:00:00Z,WS_PT1H_AVG,6.3
2020-02-06T19:00:00Z,WS_PT1H_MAX,8.1
2020-02-06T19:00:00Z,WS_PT1H_MIN,5.4
2020-02-06T19:00:00Z,WD_PT1H_AVG,328.0
2020-02-06T19:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T19:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T19:00:00Z,PA_PT1H_AVG,1016.8
2020-02-06T19:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T20:00:00Z,TA_PT1H_AVG,-7.0
2020-02-06T20:00:00Z,TA_PT1H_MAX,-6.2
2020-02-06T20:00:00Z,TA_PT1H_MIN,-8.0
2020-02-06T20:00:00Z,RH_PT1H_AVG,76.0
2020-02-06T20:00:00Z,WS_PT1H_AVG,6.1
2020-02-06T20:00:00Z,WS_PT1H_MAX,6.4
2020-02-06T20:00:00Z,WS_PT1H_MIN,5.6
2020-02-06T20:00:00Z,WD_PT1H_AVG,316.0
2020-02-06T20:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T20:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T20:00:00Z,PA_PT1H_AVG,1018.0
2020-02-06T20:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T21:00:00Z,TA_PT1H_AVG,-7.5
2020-02-06T21:00:00Z,TA_PT1H_MAX,-7.1
2020-02-06T21:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQv8Dxp55r1PntT/bJwcosXQf16wOne5UgMQnxRkAh8fS/GzCIv+5uxis9baNQl3sZMjR/49eeCSuULxfxZNM108OwP1MVIamm3rwf8Ao4gJ1FxBk5/f5JFFZYCpGfHxMLLgoj1TLfXLacxM8t/HRb2m7FX5nSCKzR7bo05KTXamx57i8dlmFLch4T6jlQW2l2xGJMijJUzeQnYWfBw1I+/vGO7oJD2WULwyjpAPD43UXtieVqUQNVxXJRaCsavPheWUzY9+D5pEJaIEdQAF/7PjBhruYhtQ7nUbFyldH8/NdC7k+ljrDhGsPfTcJwVQANXftHodJ94W1/FyhvFpItNCFUq58bRc2olt5DOUR24v+3WaLrndkRs9hkR3wpwbqJ9XmMxJZsODi2G3VtSHWQC2MdBI/du3hgx8x+eidUuMXW1mioHTcvbc9KlPo1fZkQY5JzVVXWDgzIhECRRF607k9ztF+4L3cWqFQOSqfstbau8WvXIB6AjHFS32ONjqCGQh0j8BhMb1/T2CHp3X+0PiJcingvnwzWpYiEOi+LPX4wcPCTkh8llsEjVBz65/4qMRz9K300BovKLTLjUZtitjue8=
2020-02-06T21:00:00Z,RH_PT1H_AVG,78.0
2020-02-06T21:00:00Z,WS_PT1H_AVG,4.8
2020-02-06T21:00:00Z,WS_PT1H_MAX,6.3
2020-02-06T21:00:00Z,WS_PT1H_MIN,4.0
2020-02-06T21:00:00Z,WD_PT1H_AVG,317.0
2020-02-06T21:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T21:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T21:00:00Z,PA_PT1H_AVG,1019.2
2020-02-06T21:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T22:00:00Z,TA_PT1H_AVG,-7.9
2020-02-06T22:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAusEft8EIzU5uRm6F9ZMlNynEEsh2Bcchz9d4Wnh52efHGCUL+kq5hkmT0be685PXctN5gALBlsCtuCaysJRuHeAdcov8B9NtcQPHjgiFHFhwnd9lISV+AftFS3XUAeVHp3gu7W8FLael3wI5sh6mYIkJwFSyddUeBAO4gVHaWNqRzQG0Fy7w2zoqHF+e2/N7B/eQ4paimo6MMULjtVS8a0zz0528TobFDgyGfE8EUX0ZxFsyDGIjYX+7yNzas+8ieRnnozpfFyB0xSareto6N6Q8USdQd01Pdyad7Ayltb8J54n6sddOesAOZ3s3JXnTzUUtiuVI2qg8hdolMS9iz52Fp3xYX5BOvlyf73GrvyCRJrC8BiUHaevJx6cZ6UteVZkI4QGiOBLrVthuV8aOBvSyiN5M9njoFx+LeHhhq9WaFXZzSOMcNpdbUBgaFnC3aRcTnOyIpdO5MPaoAFi55J5sTc/9Ad88b6qPyYUyremZkCK1fO6g93uRHxtiKAZ10j8BwBTkSIShhSF9Hrn5xp2F9taWzQbXNaPe8uiUrtcu9LNFipBHZcOPnhgfFC7Gbzo6mZ+ceRp1AuEZ9kcl14k=
2020-02-06T22:00:00Z,TA_PT1H_MIN,-8.4
2020-02-06T22:00:00Z,RH_PT1H_AVG,79.0
2020-02-06T22:00:00Z,WS_PT1H_AVG,4.7
2020-02-06T22:00:00Z,WS_PT1H_MAX,5.1
2020-02-06T22:00:00Z,WS_PT1H_MIN,4.5
2020-02-06T22:00:00Z,WD_PT1H_AVG,318.0
2020-02-06T22:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T22:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T22:00:00Z,PA_PT1H_AVG,1020.3
2020-02-06T22:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-06T23:00:00Z,TA_PT1H_AVG,-9.3
2020-02-06T23:00:00Z,TA_PT1H_MAX,-8.3
2020-02-06T23:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwArtYxzrLk1wGjopYvzyNHw5TgnTdgsSVrNy8W9gekgWkLd6t0cnUUwfpX/kMzXwuBZSkYPv/XpA9Q+GxXRdEjESM7wwxC5P67U6rveo7LA+waVv+S7608RX/RhXmJuvf3PvPBrHq6uRns5rjy1pWyqm89TWiZqMH2eG1oW6lnBzRkndJd3+wVSnskbHBC2IpQvGVkYyaCRBWsq1RnrXv0eV4xJAjgtoEYT2T7WV+GyTO7BXrKI1DQzsvLj67dFf2DzWzA7y82fs3ZD5zOoWf1CncO4aB5e29JIsedJ9YDER38rX4z7rn+FlGqBYpcFWqqxupRAyXM7p/Pr88UMZ9tK+prWmhKce1QRYfkmjI8AcRLZIv2czr7OdVNnPxb7jp8XSsq6pDXVjYADuy7NgYHz94FUzoHk0E78sm6CwI6k+VbWQyyGrog3Q5B7QjKHi3T5mzqjnNfU0kmmIH0gEAH9pTVXQ3zkBHxe1TLBWqHfa783HVP3Y8r/FUBPKizFAhh0kABfzWtY0A5otzbrYnwvselcB1VoL2vQlnVfr6630cS9xGHmsJ23UNa070lWRl1sUIihA+Q7qGcFXUqOXRdvbqC
2020-02-06T23:00:00Z,RH_PT1H_AVG,82.0
2020-02-06T23:00:00Z,WS_PT1H_AVG,3.1
2020-02-06T23:00:00Z,WS_PT1H_MAX,4.4
2020-02-06T23:00:00Z,WS_PT1H_MIN,2.0
2020-02-06T23:00:00Z,WD_PT1H_AVG,305.0
2020-02-06T23:00:00Z,PRA_PT1H_ACC,NaN
2020-02-06T23:00:00Z,PRI_PT1H_MAX,NaN
2020-02-06T23:00:00Z,PA_PT1H_AVG,1021.5
2020-02-06T23:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-07T00:00:00Z,TA_PT1H_AVG,-9.9
2020-02-07T00:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv+NfkpnWuqyZ7RjRa+EhoY/8hLa6TTxGJ50Z2XHXZK7Bz6S/dqpcuayMPNrEcTvTb+Tm1csmzbARTIRM77MDPVNBDEzrfWNNZ7NG0PY1tDpau2/DA7oL+yLuxS83E8Km7W4P1C3GIAcFu/StzwnWVLe6k/3EdBTgFdDrIvNbPPc1cxZfUip4CSQ2jGHfZYYntOsEYHkGNP65bu0xJAwToalOaN6cGHu2dUNTTFDaHMvyRuCaIlTT5WYfSlMnfTX8oNxlvyh4GgAnxFI2qQKKKv/QokU0ZM+q7kUHiwyRCS23F0MZy7LV8spOaiTVFIjVSnyI6a5C5DmwB4dVyKbJlc+ZVjJUlytZGUsQaGPSOQi3G2Dxgcv3xvR9MVHr8NnL5hiCpm2dk2gGI6xvJBvyJisoPOp9XvkOCvt3oAu/U9EB0d1NJUANvhoxh3d8rBZabvzcrmcRByUG3gcqOlKl3eh0b0qRwGH4Hwivu3prbZpsXp/3CG1JmPlETLgA3/i0Ut0j8BHSps0l7xp+Q0X4+JJ4WS3jrkJCBZr2RGEfOupQPitmEkwsZUtQLrYpA4xFCKZGp23U7ZeTJIZO9mSihi1yQ=
2020-02-07T00:00:00Z,TA_PT1H_MIN,-11.3
2020-02-07T00:00:00Z,RH_PT1H_AVG,84.0
2020-02-07T00:00:00Z,WS_PT1H_AVG,2.3
2020-02-07T00:00:00Z,WS_PT1H_MAX,3.4
2020-02-07T00:00:00Z,WS_PT1H_MIN,1.6
2020-02-07T00:00:00Z,WD_PT1H_AVG,296.0
2020-02-07T00:00:00Z,PRA_PT1H_ACC,NaN
2020-02-07T00:00:00Z,PRI_PT1H_MAX,NaN
2020-02-07T00:00:00Z,PA_PT1H_AVG,1022.3
2020-02-07T00:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-07T01:00:00Z,TA_PT1H_AVG,-10.6
2020-02-07T01:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQv+MGoZ8kP2jN+loKsiGmmcCezupw5p+o1L2lzKxtZS8SrGjKF5e3Z+YqbrSi23+MJ/uE9dTKlzRDc1AG0hxspHecN0WSiWbjS4/dSMCfJVRvf/lgusH9kFxREAvIAhdGZoROiXbYZXGhq79wKLvu9+lxXoPXfc/s1T1HLvG/SueRPG/lYLb2EfHhpVKKGCy/a9iyKt4res1Y9HaBG7t2MTBoI4WZKgKQf2KB5dekMKpVhECzV4XxwRpo6RVNUntYeGCSyuPnpBYqG0ZpUp7tD/+7rYVqP1PR0lwde9PBefUR/bWWT40P86x/4FJAAlFjZErrDi6F7lj6y2pzg9f2g5FcNHHJGToIQxqrDqUZjNX7WFRtDGb7VKFk1IU+XqoKpg1bprYnzbnBF3C+A2CsiNfv6S6mLKTZ5XuouOkMq03jBxphP09n5HeMBQATBd2buaynafwl4SI9dF4jxh1cAYnUK+KMBTA5HjZUrTMdsOwCVyJxSxt0EpJNWXl7ezBhnW0j8Bd3MZzFReppJ85rUePUzseY1cZrPnuJtuUzVjM3LUlk1RnQiRDWWgZCWogICsenFijVWQWO3YEp85KqmaoAo=
2020-02-07T01:00:00Z,TA_PT1H_MIN,-12.0
2020-02-07T01:00:00Z,RH_PT1H_AVG,85.0
2020-02-07T01:00:00Z,WS_PT1H_AVG,2.6
2020-02-07T01:00:00Z,WS_PT1H_MAX,3.7
2020-02-07T01:00:00Z,WS_PT1H_MIN,1.9
2020-02-07T01:00:00Z,WD_PT1H_AVG,291.0
2020-02-07T01:00:00Z,PRA_PT1H_ACC,NaN
2020-02-07T01:00:00Z,PRI_PT1H_MAX,NaN
2020-02-07T01:00:00Z,PA_PT1H_AVG,1023.0
2020-02-07T01:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-07T02:00:00Z,TA_PT1H_AVG,-11.7
2020-02-07T02:00:00Z,TA_PT1H_MAX,-9.9
2020-02-07T02:00:00Z,TA_PT1H_MIN,-13.4
2020-02-07T02:00:00Z,RH_PT1H_AVG,86.0
2020-02-07T02:00:00Z,WS_PT1H_AVG,3.6
2020-02-07T02:00:00Z,WS_PT1H_MAX,4.1
2020-02-07T02:00:00Z,WS_PT1H_MIN,2.4
2020-02-07T02:00:00Z,WD_PT1H_AVG,292.0
2020-02-07T02:00:00Z,PRA_PT1H_ACC,NaN
2020-02-07T02:00:00Z,PRI_PT1H_MAX,NaN
2020-02-07T02:00:00Z,PA_PT1H_AVG,1023.3
2020-02-07T02:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-07T03:00:00Z,TA_PT1H_AVG,-11.7
2020-02-07T03:00:00Z,TA_PT1H_MAX,PGP_B64:hQGMA6OwG/187H5sAQwAtyLzLyfcRcyGdj05t2k2Wc05MbOmXRto9jFn0GW1Hv9dT90SPyrnBgw0lC6fUaL/M62p2Ln4ykUfEo9R0XP6g9qEjfVQG63rJY/hcgaHPrQ0PRXabovmq/UwlUgojyAufrqx0mzuqB9A+dsI1+aTAU8c5bdmVQ7oHAaaMEdQ4+OzMJ96yCkuJuv/kod+5tm14bO6Y0V/XajLJXbKQeoYPTvymIuSKSXzjjdspP98fkxx0WT2YslXN3W1L9xQ66LY68wpMpFap9aO8pL1RsU/JljkIGIro9dVX94/329HEY53dbw6dAoPYS63lR+hUEGagq+K/hHrTDkPtdS4uoB7/ohgKzrhdwXQx2vmhqcJy6a2QIkWHYtagjCgITsoKuBy1J0mlR73E2LPgbVrqSo1e6vHksjJv6wfYUtxja3dNGag7wYuswVLxjzPhSbw9J5EulmPLyXwO8wABbJo0DLxGz76YiPsSTvq4N3TjQvYdQZX/d2KKCKBa/ZCcbvPWo5j0kAB6gLa2aUtKqx7a1scoZFekuvTL4l1kPQ98BjLJWMl4jJ9taXLSkwa0482+8QtZCqsdlzuSGavv0vYrzfO0ODf
2020-02-07T03:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQwAmSrHba9pc+ct6ceYx4UxD2e5Q7Px38/jMf9D9+m35uho8WaN/t0zEKP9jTr3vMwabi6h+wrc56YlM7zKG27yAFFXNJGJgcn1Jp+PiOdBYMvi4mPYYPmrBVR9Lyx4IH3IH7WtpaGi2zQvF98AwPVM0OtfajQSF6NZhrYyKFZ6m8YquuLT+jHq4MWE3F8LsDrpcABj2AM0H1SX5hT25QRd+bGLr3RfJkIidltlQktlm1cwVtu9rCQzYfVrUvUa+TLXodnOvhpstIX3q6hI9fsKRdgOPYbjpXBGNAJ4yhSkZVx8az9O50owotxydZ93FQvl259EQ7TVCU8yPOnBg/6tkZBdISQthDJ8iqQnf8X4mtBKFPthBugUWP/2BLCBiIAJ9yO5AumNp+oIcnr60Y6afWMfSDmoiPCLg6FpQ6+/dJ3MU80XK/lrM/eXMxFdrV/qylxF2OHI+P4eF6HqyaZsCSM+lT6AzjvOM69AWxSdeAtb1Khz7r65Yhwuf1+B1z5v0kAB7sfnzT1kJ8Uc9ho31Hn2WlFJx8AP4uNdn6z5MKhGbiiY2fnitM1m+j/sRp6CynyzFyZLvRGLXWNTyfs/V8XG
2020-02-07T03:00:00Z,RH_PT1H_AVG,88.0
2020-02-07T03:00:00Z,WS_PT1H_AVG,3.8
2020-02-07T03:00:00Z,WS_PT1H_MAX,4.2
2020-02-07T03:00:00Z,WS_PT1H_MIN,3.1
2020-02-07T03:00:00Z,WD_PT1H_AVG,290.0
2020-02-07T03:00:00Z,PRA_PT1H_ACC,NaN
2020-02-07T03:00:00Z,PRI_PT1H_MAX,NaN
2020-02-07T03:00:00Z,PA_PT1H_AVG,1023.4
2020-02-07T03:00:00Z,WAWA_PT1H_RANK,NaN
2020-02-07T04:00:00Z,TA_PT1H_AVG,-13.2
2020-02-07T04:00:00Z,TA_PT1H_MAX,-11.8
2020-02-07T04:00:00Z,TA_PT1H_MIN,PGP_B64:hQGMA6OwG/187H5sAQv/aarYkSPLvPudmOLKOfiQkiBGROl1WFhPdJ4CqsYMYPmBG0mJ9bKAMCdkdwrTKxTNwMmeqORYrFED8wbgLZBkfSvZfPo1RIzqC59EoVwiL1SeO6DDj/CzLiSwS39JFWmXH+u1O1JwFEdYQ0b1JHAQfyTPeWj/XdvxpwH7xwrgGer8d2UFlOsez1v2M1lWBF6uVupVmekQzY8uuThjXR6m7FkwIyV99gmWSo5gWqTH64TXL3LRdxKdmmOEXx70kRitHU5q22kdxqxAR9XCzj8JnV2PCkmZMPSFGKt4JTamFPv1/tDvWxz7gCFjXK27RZqjNe+WVD9UV0F10YLwYuJOZp8H7wQbHzW5Cylz6gioIFB+3Ee6kV61M5+fYT/av2X5eN3i73ahE/CyRB61fpaFzlxVXN+O/X6FqZN4AJ5NFOEDGXxFEAB9X3/TbGOu9Tq2QFzRsMKimVWVAjYFKgz4tgCBtcLWIrGnWxC+xV+QkoaJmBTZkxIS4EYVesmH2EhG0kABSHbK8Onr6+Lk2gU3hitjY1rRdjxzYW7QYrHaV/iaKZCvU/EUMvbFIMN6JkyqZ71z3xUinkDt/I+lZ03uWiVO
2020-02-07T04:00:00Z,RH_PT1H_AVG,90.0
2020-02-07T04:00:00Z,WS_PT1H_AVG,3.1
2020-02-07T04:00:00Z,WS_PT1H_MAX,3.6
2020-02-07T04:00:00Z,WS_PT1H_MIN,2.7
2020-02-07T04:00:00Z,WD_PT1H_AVG,292.0
2020-02-07T04:00:00Z,PRA_PT1H_ACC,NaN
